cliente_id,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,churn
2176,65,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,32,16,0,3,59,69,TV,Séries,"4,0",,"2,5",0
2177,18,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,1,27,0,0,10,133,tv,Infantil,,"3,5","4,5",0
2178,40,Feminino,Sudeste,Mensal,Débito,Padrão,38.0,13,5,0,3,55,40,tv,Filmes,,"3,5","2,5",0
2179,64,Masculino,Nordeste,Mensal,Pix,Básico,24.9,48,21,0,2,11,63,mobile,Filmes,"4,0",,"3,0",0
2180,38,Feminino,Sudeste,Mensal,Débito,Básico,24.9,28,7,0,0,84,141,Mobile,Séries,"3,5","3,5","1,5",0
2181,35,Masculino,Sul,Mensal,Pix,Básico,24.9,40,1,0,2,70,41,Desktop,Filmes,"4,0","5,0","4,5",0
2182,33,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,11,17,0,1,27,5,Desktop,Infantil,"4,0",,,0
2183,35,Masculino,Sul,Mensal,Débito Automático,Básico,24.9,1,14,0,1,75,74,tv,Séries,,"5,0",,0
2184,55,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,8,9,0,1,37,71,Tablet,Séries,"1,0",,"1,5",0
2185,18,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,8,51,0,1,0,19,mobile,Filmes,"2,0",,"5,0",1
2186,57,Outros,Sul,Mensal,Cartão de Crédito,Básico,24.9,6,24,0,1,3,5,Tablet,Documentários,"2,5",,"2,5",1
2187,19,Outros,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,38.0,25,26,0,1,3,111,Mobile,Documentários,"4,0","4,0","5,0",0
2188,34,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,32,12,0,2,77,61,TV,Infantil,"4,0","4,5","4,0",0
2189,32,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,25,66,0,2,0,32,Mobile,Filmes,,,"1,5",1
2190,45,Masculino,Sul,Mensal,Pix,Básico,24.9,4,17,0,4,26,13,Tablet,Séries,"2,0",,,1
2191,18,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,49.9,3,27,0,1,17,118,mobile,Filmes,"4,0","4,0","2,5",0
2192,44,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,0,1,0,1,71,74,mobile,Filmes,,"3,0",,0
2193,64,Feminino,Nordeste,Mensal,Pix,Padrão,38.0,13,30,0,1,4,12,tv,Infantil,"2,0",,"4,0",1
2194,20,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,13,12,0,0,11,72,Desktop,Documentários,,"3,0","1,0",0
2195,40,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,32.0,2,24,0,0,15,13,tv,Filmes,"4,5","4,0","4,5",0
2196,29,Não Informar,Centro-Oeste,Anual,Crédito Recorrente,Padrão,32.0,14,19,0,2,9,5,Tablet,Séries,"5,0",,"4,5",1
2197,43,,Sudeste,Anual,Crédito Recorrente,Premium,38.0,0,0,0,2,59,150,Desktop,Séries,,,"4,5",0
2198,38,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,4,6,0,2,82,10,tv,Esportes,"4,5","4,0","4,0",0
2199,29,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,8,32,0,0,0,7,tv,Documentários,"2,0",,"4,0",1
2200,44,Feminino,Sudeste,Mensal,Boleto,Premium,49.9,1,19,0,4,21,5,Desktop,Séries,,,,1
2201,61,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,8,48,0,0,0,35,tv,Séries,"3,5",,"3,0",1
2202,35,Masculino,Sudeste,Mensal,Débito,Básico,24.9,3,25,0,2,0,41,mobile,Documentários,,,"5,0",1
2203,47,Não Informar,Centro-Oeste,Mensal,Débito,Básico,24.9,4,58,0,1,0,11,Desktop,Filmes,"2,5",,"4,0",1
2204,21,Não Informar,Sudeste,Anual,Crédito Recorrente,Básico,22.0,9,19,0,0,48,52,tv,Filmes,"4,0",,"2,0",0
2205,25,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,30,19,1,0,41,138,TV,Esportes,,"3,0","4,5",0
2206,44,Feminino,Sul,Mensal,Boleto,Básico,24.9,12,35,0,2,0,10,tv,Filmes,,,,1
2207,57,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,3,134,118,TV,Infantil,,,,0
2208,42,Feminino,Nordeste,Mensal,Pix,Padrão,38.0,2,23,0,2,0,11,TV,Infantil,"1,5","2,0","5,0",1
2209,33,,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,0,0,0,3,61,59,mobile,Infantil,,,,0
2210,37,Feminino,Norte,Mensal,Crédito Recorrente,Básico,24.9,2,41,0,1,0,36,Mobile,Esportes,"1,0",,"4,5",1
2211,21,Feminino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,5,40,0,0,0,121,tv,Séries,"4,0",,"1,0",0
2212,45,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,2,39,0,1,0,59,TV,Séries,"4,0",,"1,5",0
2213,49,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,8,25,0,2,7,68,Tablet,Documentários,,"4,0",,0
2214,32,Masculino,Nordeste,Mensal,Pix,Básico,24.9,24,4,0,2,113,67,Desktop,Filmes,"4,0",,,0
2215,31,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,24,17,0,0,26,100,TV,Documentários,,"4,5","4,0",0
2216,41,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,5,17,0,0,98,13,Tablet,Esportes,,"4,5","4,0",0
2217,32,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,5,24,0,0,6,128,Desktop,Infantil,"4,5","4,5","2,5",0
2218,37,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,19,21,0,4,10,78,tv,Séries,,,"2,5",0
2219,65,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,24.9,7,14,1,1,4,81,Mobile,Documentários,"3,5",,"5,0",0
2220,34,Masculino,Sudeste,Mensal,Boleto,Padrão,38.0,48,14,0,1,46,64,Tablet,Esportes,"4,0",,"3,0",0
2221,33,Masculino,Sudeste,Mensal,Pix,Básico,24.9,8,36,0,1,0,105,Tablet,Séries,"4,5",,"5,0",0
2222,29,Feminino,Nordeste,Mensal,Crédito Recorrente,Premium,49.9,3,32,0,1,0,5,tv,Filmes,"1,5",,"4,0",1
2223,47,Não Informar,Sul,Anual,Crédito Recorrente,Premium,38.0,0,1,0,1,93,88,Tablet,Filmes,,"5,0","3,5",0
2224,35,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,43,53,0,2,0,7,mobile,Filmes,"2,0",,"3,0",1
2225,29,Feminino,Nordeste,Mensal,Débito Automático,Básico,24.9,1,23,0,2,13,50,Tablet,Filmes,,"4,0","4,0",0
2226,55,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,2,43,0,0,0,118,tv,Séries,,,,0
2227,56,Masculino,Sul,Mensal,Débito,Básico,24.9,0,1,0,1,55,190,Desktop,Séries,,,"2,0",0
2228,30,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,38.0,8,13,0,0,67,115,TV,Infantil,"4,0","3,0",,0
2229,18,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,7,12,0,1,84,64,Desktop,Séries,"4,0","5,0","1,5",0
2230,51,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,23,15,0,1,20,82,Mobile,Séries,"4,0","3,0","2,0",0
2231,29,Feminino,Centro-Oeste,Mensal,Pix,Básico,24.9,11,25,0,1,12,8,Tablet,Documentários,,"3,0",,0
2232,48,Masculino,Nordeste,Mensal,Débito,Básico,24.9,12,63,0,2,0,7,TV,Novelas,"2,0",,"1,0",1
2233,18,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,21,12,0,1,55,86,mobile,Filmes,"4,0","3,0","3,0",0
2234,49,,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,12,30,0,2,1,27,Desktop,Novelas,"2,0",,"1,5",1
2235,22,Feminino,Nordeste,Mensal,Pix,Básico,24.9,11,60,0,4,0,5,tv,Filmes,"3,0",,"5,0",1
2236,47,Masculino,Sul,Anual,Crédito Recorrente,Básico,22.0,36,20,0,0,65,110,mobile,Séries,"2,0",,"4,5",0
2237,38,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,32.0,8,27,0,1,3,115,mobile,Filmes,,"3,5","3,0",0
2238,25,Masculino,Centro-Oeste,Mensal,Débito,Básico,24.9,14,10,0,3,55,89,tv,Séries,,"4,0","4,0",0
2239,32,Masculino,Sudeste,Mensal,Débito Automático,Padrão,38.0,6,15,0,1,84,60,TV,Séries,"4,0","3,5","1,0",0
2240,46,,Norte,Mensal,Cartão de Crédito,Padrão,38.0,14,8,0,2,89,109,Tablet,Esportes,"1,0",,"1,5",0
2241,39,,Nordeste,Mensal,Pix,Padrão,38.0,0,0,0,2,97,74,TV,Novelas,,,"4,5",0
2242,45,Feminino,Nordeste,Mensal,Boleto,Básico,24.9,18,16,0,0,10,27,Desktop,Filmes,"2,5",,"2,0",1
2243,63,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,21,16,0,1,54,112,mobile,Documentários,,,"4,0",0
2244,18,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,29,38,0,1,0,118,TV,Séries,"4,5",,"3,0",0
2245,59,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,9,43,0,1,0,100,mobile,Séries,"4,5",,"1,0",0
2246,39,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,4,36,0,3,0,57,mobile,Filmes,"2,0",,"4,5",1
2247,26,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,18,21,1,2,13,77,Desktop,Esportes,,"4,0",,0
2248,20,Masculino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,41,31,0,1,0,139,Desktop,Documentários,"4,0",,"1,0",0
2249,35,Feminino,Sudeste,Mensal,Pix,Básico,24.9,20,45,0,0,0,130,Desktop,Séries,,,"3,5",0
2250,49,,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,33,20,0,1,115,64,Mobile,Séries,"4,0","3,5","4,0",0
2251,36,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,1,3,1,0,99,102,Mobile,Séries,,"3,5","3,0",0
2252,57,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,36,11,0,0,46,83,Desktop,Séries,"1,0","4,0",,0
2253,19,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,17,29,0,0,7,87,Tablet,Séries,,"3,0","5,0",0
2254,37,Masculino,Norte,Mensal,Cartão de Crédito,Básico,24.9,24,27,0,3,12,129,tv,Séries,"4,0",,"2,0",0
2255,21,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,7,15,1,3,63,138,Mobile,Esportes,"4,0",,,0
2256,42,,Sul,Mensal,Pix,Básico,24.9,11,49,0,0,0,5,Tablet,Séries,"4,5",,"1,0",0
2257,49,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,13,21,0,0,2,55,tv,Séries,,"3,5","1,0",0
2258,32,Masculino,Sul,Mensal,Débito Automático,Premium,49.9,10,3,0,0,64,153,Tablet,Documentários,"4,5","4,0",,0
2259,18,Masculino,Sul,Mensal,Pix,Básico,24.9,1,18,0,0,75,129,tv,Infantil,,"3,5","4,0",0
2260,40,Masculino,Sul,Mensal,Débito,Padrão,38.0,3,37,0,3,0,26,TV,Esportes,,,"3,5",1
2261,43,,Sudeste,Mensal,Débito Automático,Básico,24.9,2,9,0,2,9,9,tv,Séries,"2,0","1,0",,1
2262,43,Feminino,Sudeste,Mensal,Pix,Premium,49.9,24,27,0,0,8,78,Mobile,Infantil,,"3,0",,0
2263,54,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,6,6,0,1,88,95,Tablet,Documentários,"4,0","3,5","3,0",0
2264,24,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,4,7,0,1,52,108,Tablet,Esportes,,"4,0","1,5",0
2265,46,Não Informar,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,3,13,0,2,74,53,mobile,Novelas,"4,5",,"4,0",0
2266,53,Masculino,Nordeste,Mensal,Débito,Padrão,38.0,16,13,0,1,60,122,TV,Séries,"4,5",,"1,0",0
2267,18,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,10,33,0,0,0,25,mobile,Filmes,"2,0",,"1,5",1
2268,42,Não Informar,Sudeste,Mensal,Boleto,Premium,49.9,12,15,0,1,104,80,tv,Séries,"4,0","3,0","2,0",0
2269,31,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,19,26,0,0,5,38,Desktop,Séries,"4,0",,"2,0",0
2270,36,,Sul,Mensal,Cartão de Crédito,Básico,24.9,48,54,0,1,0,12,Desktop,Séries,"2,5",,"1,5",0
2271,42,Outros,Sul,Anual,Crédito Recorrente,Premium,38.0,18,27,0,0,13,220,Mobile,Documentários,"4,0","3,0","3,0",0
2272,31,Masculino,Sudeste,Mensal,Débito Automático,Básico,24.9,48,14,0,2,79,97,mobile,Documentários,,,"4,5",0
2273,29,,Sudeste,Mensal,Débito,Básico,24.9,16,36,0,0,0,77,tv,Séries,,,,0
2274,38,,Sul,Anual,Crédito Recorrente,Padrão,32.0,15,39,0,1,0,61,Desktop,Séries,"4,0",,"3,5",0
2275,23,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,2,51,0,4,0,20,Tablet,Séries,"2,0",,"2,0",1
2276,23,Masculino,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,1,14,0,3,9,25,TV,Séries,,"2,0",,1
2277,46,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,0,1,0,1,80,169,TV,Séries,,"4,0","1,0",0
2278,23,Masculino,Sudeste,Mensal,Débito Automático,Básico,24.9,16,43,0,3,0,40,Mobile,Séries,,,"2,5",0
2279,46,Não Informar,Sul,Mensal,Boleto,Básico,24.9,14,13,0,2,13,43,Mobile,Filmes,"2,0",,"4,5",1
2280,44,Feminino,Sudeste,Mensal,Boleto,Padrão,38.0,13,55,0,1,0,45,tv,Séries,"2,0",,,1
2281,18,Masculino,Sul,Mensal,Débito,Padrão,38.0,13,67,0,0,0,88,TV,Séries,"4,0",,,0
2282,29,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,16,12,0,0,42,110,Desktop,Esportes,"4,0","4,0","5,0",0
2283,53,Masculino,Sudeste,Mensal,Pix,Básico,24.9,25,29,0,2,15,143,tv,Séries,"4,0","4,0","1,0",0
2284,25,Feminino,Sul,Mensal,Crédito Recorrente,Premium,49.9,18,28,0,1,8,5,mobile,Filmes,"4,0","3,0","3,5",0
2285,31,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,12,21,0,0,7,63,TV,Filmes,,,"2,0",0
2286,44,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,22.0,3,11,0,1,63,99,Desktop,Esportes,"4,5","5,0",,0
2287,48,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,20,51,0,0,0,80,mobile,Séries,"3,5",,"3,5",0
2288,34,,Sudeste,Mensal,Pix,Básico,24.9,4,27,0,1,9,85,Tablet,Filmes,"4,0","3,0","4,5",0
2289,30,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,15,17,0,0,65,88,Tablet,Esportes,"3,0",,"3,5",0
2290,56,Feminino,Sudeste,Mensal,Pix,Básico,24.9,2,36,0,0,0,19,TV,Séries,,,"4,0",1
2291,60,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,9,29,0,1,4,5,Mobile,Documentários,,"1,5","2,0",1
2292,50,Masculino,Sudeste,Mensal,Pix,Básico,24.9,14,18,0,1,101,112,Desktop,Filmes,"3,0",,"4,0",0
2293,39,Masculino,Nordeste,Mensal,Débito Automático,Básico,24.9,23,65,0,1,0,16,mobile,Esportes,"2,0",,"3,5",1
2294,27,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,16,72,0,2,0,44,mobile,Séries,"2,0",,"4,5",1
2295,27,Não Informar,Sul,Anual,Crédito Recorrente,Padrão,32.0,22,23,0,0,9,138,Tablet,Séries,"4,0",,"4,0",0
2296,44,Feminino,Sudeste,Mensal,Pix,Padrão,38.0,27,20,0,3,0,29,mobile,Filmes,"4,0","2,5","3,5",1
2297,43,Feminino,Nordeste,Mensal,Boleto,Premium,49.9,29,33,0,3,0,59,TV,Esportes,"4,0",,,0
2298,56,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,29,30,0,1,21,5,Tablet,Filmes,"3,5","5,0","2,0",0
2299,46,Feminino,Nordeste,Mensal,Débito,Padrão,38.0,4,30,0,4,2,35,Mobile,Séries,,,"3,5",1
2300,18,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,49.9,23,17,0,0,28,91,TV,Esportes,"1,5","3,5",,0
2301,51,Masculino,Sul,Mensal,Débito,Básico,24.9,0,1,0,1,85,131,Desktop,Documentários,,"3,5","3,5",0
2302,25,Masculino,Sul,Mensal,Débito Automático,Padrão,38.0,38,86,0,2,0,37,Mobile,Séries,"2,5",,"2,5",1
2303,33,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,2,52,0,1,0,22,Desktop,Séries,"1,5",,,1
2304,41,Masculino,Sudeste,Mensal,Boleto,Básico,24.9,30,23,0,1,0,22,tv,Séries,"2,0",,,1
2305,63,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,22,25,0,0,4,95,mobile,Filmes,"4,0",,"3,0",0
2306,78,Feminino,Nordeste,Mensal,Crédito Recorrente,Premium,49.9,6,17,0,0,51,123,Mobile,Séries,"4,0",,"2,5",0
2307,45,Masculino,Norte,Mensal,Débito,Básico,24.9,46,21,0,0,19,111,TV,Documentários,,,"1,0",0
2308,35,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,1,11,0,4,55,96,mobile,Filmes,,,"3,0",0
2309,44,Não Informar,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,4,35,0,3,0,108,Mobile,Esportes,"4,0",,"2,0",0
2310,49,,Norte,Mensal,Crédito Recorrente,Básico,24.9,4,22,0,1,4,35,Desktop,Séries,"4,5","3,5","3,5",0
2311,33,Outros,Sudeste,Mensal,Débito Automático,Básico,24.9,0,1,0,3,47,85,TV,Esportes,,,"1,5",0
2312,61,Masculino,Sudeste,Mensal,Débito,Básico,24.9,2,35,0,0,0,151,Mobile,Séries,,,"2,0",0
2313,40,,Norte,Mensal,Crédito Recorrente,Básico,24.9,22,26,0,1,9,78,tv,Esportes,"4,0","4,0","1,5",0
2314,44,Feminino,Sudeste,Mensal,Débito,Premium,49.9,24,22,0,0,10,47,mobile,Séries,"4,0","3,0","4,0",0
2315,46,Masculino,Nordeste,Mensal,Débito,Padrão,38.0,19,29,0,2,10,62,Tablet,Filmes,"4,0",,,0
2316,43,Feminino,Sudeste,Mensal,Pix,Básico,24.9,11,18,0,2,129,75,tv,Filmes,,"4,0","4,0",0
2317,48,Não Informar,Nordeste,Anual,Crédito Recorrente,Básico,22.0,14,24,0,1,18,89,TV,Séries,"3,5","5,0","1,0",0
2318,29,Outros,Norte,Mensal,Débito Automático,Básico,24.9,12,27,0,0,6,144,mobile,Esportes,,"4,5","1,5",0
2319,30,Não Informar,Norte,Mensal,Cartão de Crédito,Padrão,38.0,4,30,0,2,3,25,TV,Documentários,"2,0",,,1
2320,23,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,6,29,0,0,12,37,mobile,Séries,"1,0",,"2,0",0
2321,43,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,23,19,0,1,63,18,Tablet,Séries,,,,0
2322,48,Masculino,Nordeste,Mensal,Crédito Recorrente,Premium,49.9,1,13,0,1,85,92,TV,Séries,,"3,5","1,5",0
2323,43,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,0,1,0,1,59,55,Desktop,Documentários,,,"2,5",0
2324,59,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,16,4,0,0,34,29,Tablet,Documentários,"4,0","3,0","5,0",0
2325,37,Não Informar,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,25,12,0,1,37,74,tv,Séries,"4,0","3,5",,0
2326,46,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,13,8,0,1,34,74,Tablet,Filmes,"4,0",,"3,0",0
2327,23,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,20,6,0,2,91,103,mobile,Séries,,,"4,5",0
2328,32,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,48,15,0,2,28,40,Mobile,Séries,"2,0","2,5","1,0",1
2329,47,,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,13,35,0,1,0,164,Desktop,Esportes,,,"3,0",0
2330,49,Masculino,Sul,Mensal,Débito Automático,Premium,49.9,8,44,1,0,0,10,tv,Séries,"1,0",,"3,0",1
2331,34,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,48,17,0,1,25,101,Tablet,Filmes,"1,5","4,0",,0
2332,37,Masculino,Sudeste,Mensal,Débito,Básico,24.9,13,6,0,1,9,27,Tablet,Infantil,"3,5","1,5","1,0",1
2333,18,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,2,19,0,0,70,118,TV,Séries,"3,5",,"2,0",0
2334,33,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,16,11,0,1,66,117,Mobile,Infantil,,,,0
2335,49,Feminino,Centro-Oeste,Mensal,Débito,Básico,24.9,19,9,0,1,100,134,Tablet,Séries,,"4,5","2,0",0
2336,45,Masculino,Sul,Mensal,Débito,Básico,24.9,0,1,0,0,46,98,TV,Infantil,,"5,0","1,0",0
2337,44,,Nordeste,Mensal,Débito,Básico,24.9,7,3,0,1,78,110,Mobile,Séries,"4,0","3,5","4,0",0
2338,38,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,40,19,0,0,49,85,TV,Filmes,,,"2,5",0
2339,38,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,23,24,0,1,5,16,tv,Séries,,"2,5",,1
2340,29,Outros,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,3,30,0,1,20,63,TV,Filmes,"4,5","4,0",,0
2341,47,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,5,38,0,1,0,89,Tablet,Séries,"4,0",,"4,5",0
2342,43,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,15,5,0,2,78,53,TV,Séries,,,,0
2343,44,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,34,22,0,1,1,48,tv,Filmes,,"3,0","2,5",0
2344,31,Não Informar,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,29,14,0,1,77,92,mobile,Esportes,"4,0","5,0","1,5",0
2345,18,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,3,7,0,2,71,58,tv,Séries,,,"1,0",0
2346,52,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,16,65,0,3,0,163,TV,Filmes,,,"4,5",0
2347,31,Não Informar,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,11,33,0,0,0,68,Desktop,Esportes,,,"3,5",0
2348,26,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,6,6,0,0,20,76,tv,Séries,"4,0",,,0
2349,47,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,22.0,5,25,0,0,13,5,mobile,Séries,"4,0",,"4,5",0
2350,32,Masculino,Sudeste,Mensal,Débito Automático,Padrão,38.0,9,30,0,1,10,91,tv,Séries,"4,0","5,0","2,5",0
2351,51,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,11,47,0,1,0,51,tv,Documentários,"1,5",,"2,0",1
2352,46,Masculino,Centro-Oeste,Mensal,Pix,Básico,24.9,32,10,0,1,57,94,tv,Documentários,"4,0",,"3,5",0
2353,46,Masculino,Centro-Oeste,Mensal,Pix,Básico,24.9,19,60,0,1,0,19,TV,Esportes,"2,0",,"2,5",1
2354,20,Outros,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,0,1,0,2,75,125,Tablet,Esportes,,,,0
2355,53,Masculino,Sudeste,Mensal,Pix,Básico,24.9,2,20,0,3,27,84,mobile,Filmes,,,"5,0",0
2356,41,Masculino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,3,11,0,2,20,5,Desktop,Documentários,"2,0","2,5","4,0",1
2357,33,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,3,28,0,1,14,70,Desktop,Filmes,"4,0",,"1,5",0
2358,39,Masculino,Norte,Mensal,Débito,Básico,24.9,4,76,0,2,0,5,mobile,Séries,"2,5",,"2,5",1
2359,18,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,7,59,0,2,0,43,Desktop,Séries,,,,1
2360,43,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,0,0,0,1,60,12,Mobile,Esportes,,"4,5",,0
2361,24,Feminino,Sudeste,Mensal,Pix,Premium,49.9,0,0,0,0,24,43,Tablet,Documentários,,"3,0","4,5",0
2362,20,,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,15,36,0,1,0,23,tv,Séries,,,"2,5",1
2363,18,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,12,36,1,3,0,21,tv,Infantil,"2,0",,"4,5",1
2364,52,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,29,19,0,1,71,53,TV,Séries,"4,0","3,0","3,0",0
2365,29,Masculino,Norte,Anual,Crédito Recorrente,Premium,38.0,43,3,0,3,64,72,Mobile,Filmes,"4,0",,"1,5",0
2366,57,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,18,28,0,1,8,99,mobile,Infantil,"2,0",,"2,5",0
2367,31,Masculino,Sudeste,Mensal,Débito Automático,Premium,49.9,7,24,0,0,19,95,mobile,Séries,"4,0",,"3,5",0
2368,18,Masculino,Nordeste,Mensal,Débito Automático,Básico,24.9,19,32,0,0,0,128,Desktop,Séries,"3,5",,"3,5",0
2369,23,Feminino,Sudeste,Mensal,Débito,Básico,24.9,12,26,0,0,19,99,Mobile,Séries,"4,0","3,0","3,5",0
2370,54,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,40,25,1,1,6,76,Mobile,Esportes,"3,5","4,0","4,5",0
2371,35,,Sul,Mensal,Pix,Padrão,38.0,32,31,0,1,0,40,TV,Documentários,"1,0",,"5,0",1
2372,30,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,25,21,0,1,1,19,TV,Esportes,"1,0","2,0","4,0",1
2373,40,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,14,12,1,1,62,42,TV,Filmes,,"4,5","3,5",0
2374,44,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,2,7,0,2,77,104,mobile,Séries,"4,0","4,5","3,0",0
2375,52,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,20,20,0,1,30,69,TV,Filmes,"4,0","4,0","4,0",0
